display_name,full_name,gender,age,date_of_birth,bowling_style,position_name,country_name
Sumeet Verma,Sumeet Verma,M,35,1990-11-18T00:00Z,Right-arm offbreak,Batting allrounder,Uganda
Swapan Das,Swapan Das,M,35,1990-09-12T00:00Z,Right-arm offbreak,Unknown,India
Omar Alam,Omar Alam,M,41,1985-03-07T00:00Z,Right-arm medium,Unknown,India
Govinda Poddar,Govinda Bhaktiranjan Poddar,M,34,1991-09-09T00:00Z,Right-arm offbreak,Allrounder,India
Abdullah Mazari,Abdullah Mazari,M,39,1987-01-01T00:00Z,Slow left-arm orthodox,Bowler,Afghanistan
Digamber Attri,Digamber Singh Attri,M,41,1985-04-18T00:00Z,Right-arm medium,Unknown,India
Rajwinder Singh,Rajwinder Singh Golu,M,37,1989-05-07T00:00Z,Slow left-arm orthodox,Unknown,India
Ikramullah Khan,Mohammad Ikramullah Khan,M,33,1992-07-12T00:00Z,Left-arm medium-fast,Unknown,Qatar
Ahsan Kareem,Mohammad Ahsan Kareem,M,38,1988-02-05T00:00Z,Right-arm medium-fast,Unknown,Pakistan
Harmeet Singh,Harmeet Singh Bansal,M,38,1987-10-09T00:00Z,Right-arm medium,Bowler,India
Kamran Shaikh,Kamran Munawar Shaikh,M,37,1988-11-04T00:00Z,Right-arm offbreak,Unknown,India
Kamran Khan,Kamran Khan,M,35,1991-03-10T00:00Z,Left-arm medium-fast,Bowler,India
Abhijit Karambelkar,Abhijit Sanjay Karambelkar,M,34,1991-06-04T00:00Z,Right-arm medium,Unknown,India
Irfan Sarfraz,Irfan Sarfraz,M,38,1987-10-10T00:00Z,Right-arm offbreak,Unknown,Saudi Arabia
Inam Khan,Inam Khan,M,44,1981-09-06T00:00Z,Right-arm offbreak,Unknown,Pakistan
Javedullah,Javedullah,M,45,1980-10-24T00:00Z,Right-arm offbreak,Unknown,Pakistan
Jason Holder,Jason Omar Holder,M,34,1991-11-05T00:00Z,Right-arm medium-fast,Bowling allrounder,West Indies
Pankaj Kumar Rao,Pankaj Kumar Rao,M,36,1989-10-19T00:00Z,Right-arm medium,Bowler,India
Amarjeet Singh,Amarjeet Singh,M,35,1990-05-22T00:00Z,Right-arm fast-medium,Unknown,India
Irfan Ismail,Mohammad Irfan Ismail,M,34,1992-02-14T00:00Z,Slow left-arm orthodox,Unknown,Pakistan
Roston Chase,Roston Lamar Chase,M,34,1992-03-22T00:00Z,Right-arm offbreak,Allrounder,West Indies
Siddhartha Sinha,Siddhartha Raj Sinha,M,39,1986-12-30T00:00Z,Legbreak googly,Unknown,India
Sandeep Godara,Sandeep Godara,M,38,1987-12-08T00:00Z,Right-arm medium,Unknown,India
Junaid Iqbal,Junaid Iqbal,M,36,1989-12-25T00:00Z,,Unknown,Pakistan
Rehan Afridi,Rehan Afridi,M,33,1992-05-10T00:00Z,,Unknown,Pakistan
Sadaf Hussain,Sadaf Hussain,M,36,1989-12-07T00:00Z,Left-arm medium-fast,Unknown,Pakistan
Mohammad Yasir,Mohammad Yasir,M,39,1986-12-08T00:00Z,Right-arm offbreak,Unknown,Pakistan
Sunny Sehrawat,Sunny Sehrawat,M,35,1990-09-17T00:00Z,,Unknown,India
Roy Kaia,Roy Kaia,M,34,1991-10-10T00:00Z,Right-arm offbreak,Middle-order batter,Zimbabwe
Natsai M'shangwe,Natsai M'shangwe,M,35,1991-02-09T00:00Z,Legbreak,Bowler,Zimbabwe
Murthy Prabhu,Murthy Prabhu,M,38,1987-12-14T00:00Z,Right-arm offbreak,Unknown,India
Donald Tiripano,Donald Tatenda Tiripano,M,38,1988-03-17T00:00Z,Right-arm fast-medium,Bowler,Zimbabwe
Shaun von Berg,Shaun von Berg,M,39,1986-09-16T00:00Z,Legbreak,Bowling allrounder,South Africa
Eden Links,Eden Ruben Links,M,37,1989-03-25T00:00Z,Right-arm offbreak,Unknown,South Africa
Kudakwashe Huni,Kudakwasha Huni,M,34,1991-05-30T00:00Z,,Unknown,Zimbabwe
Chamod Pathirana,Sumeera Chamod Vidana Pathirana,M,33,1992-11-23T00:00Z,Right-arm medium-fast,Unknown,Sri Lanka
Faisal Iqbal,Faisal Iqbal,M,35,1990-07-23T00:00Z,,Unknown,Pakistan
Jackson Coleman,Jackson Ray Coleman,M,34,1991-12-18T00:00Z,Left-arm fast-medium,Bowler,Australia
Marchant de Lange,Marchant de Lange,M,35,1990-10-13T00:00Z,Right-arm fast,Bowler,South Africa
Moeneeb Abbas,Moeneeb Abbas,M,43,1983-01-22T00:00Z,Right-arm medium,Unknown,South Africa
Tanyaradzwa Munyaradzi,Tanyaradzwa Munyaradzi,M,37,1988-06-20T00:00Z,Right-arm medium,Unknown,Zimbabwe
Nathan Waller,Nathan Robert Waller,M,34,1991-11-19T00:00Z,Right-arm medium,Unknown,Zimbabwe
Babar Ali,Babar Ali,M,39,1986-11-08T00:00Z,,Unknown,Pakistan
Mir Azam,Mir Azam Khan,M,48,1978-01-02T00:00Z,,Unknown,Pakistan
Bismillah Khan,Bismillah Khan,M,36,1990-03-01T00:00Z,,Wicketkeeper batter,Pakistan
Abdullah Jan,Abdullah Jan,M,36,1990-01-05T00:00Z,,Unknown,Pakistan
Ramith Rambukwella,Ramith Laksen Bandara Rambukwella,M,34,1991-09-08T00:00Z,Right-arm offbreak,Opening batter,Sri Lanka
Mohammad Iftikhar,Mohammad Iftikhar Ahmed,M,40,1985-09-08T00:00Z,Right-arm medium-fast,Unknown,Pakistan
Hamad-ul-Hasan,Hamad-ul-Hasan,M,38,1988-04-02T00:00Z,Right-arm offbreak,Unknown,Pakistan
Mohammad Urs,Mohammad Urs,M,40,1985-06-04T00:00Z,Slow left-arm orthodox,Unknown,Pakistan
Ateeq Javid,Ateeq Javid,M,34,1991-10-15T00:00Z,Right-arm medium,Opening batter,England
Faizullah,Faizullah,M,36,1990-03-04T00:00Z,Left-arm medium-fast,Unknown,Pakistan
Taimur Khan,Taimur Khan,M,35,1991-01-25T00:00Z,Right-arm offbreak,Unknown,Pakistan
Mohammad Waqas,Mohammad Waqas,M,38,1987-05-15T00:00Z,Right-arm medium,Unknown,Pakistan
Zeeshan Gul,Zeeshan Gul,M,35,1991-03-12T00:00Z,,Unknown,Pakistan
Waqar Orakzai,Waqar Orakzai,M,39,1986-10-25T00:00Z,,Unknown,Pakistan
Shahzad Haider,Shahzad Haider Jamali,M,39,1987-02-03T00:00Z,,Unknown,Pakistan
Seth Rance,Seth Hayden Arnold Rance,M,38,1987-08-23T00:00Z,Right-arm medium,Bowler,New Zealand
Maqbool Umaid,Maqbool Umaid,M,33,1992-06-01T00:00Z,Legbreak,Unknown,Pakistan
Gert Lotter,Gert Petrus Lotter,M,33,1993-01-03T00:00Z,,Unknown,Namibia
Alex Wyatt,Alexander Charles Frederick Wyatt,M,35,1990-07-23T00:00Z,Right-arm medium-fast,Bowler,England
Haris Bilal,Haris Bilal,M,40,1985-09-10T00:00Z,Right-arm medium-fast,Unknown,Pakistan
Joe Gatting,Joe Stephen Gatting,M,38,1987-11-25T00:00Z,Right-arm offbreak,Middle-order batter,England
Salman Ali,Salman Ali,M,39,1987-04-01T00:00Z,Right-arm offbreak,Unknown,Pakistan
Matheesha Perera,Korala Kankanamalage Matheesha Rasuwan Perera,M,34,1991-06-17T00:00Z,Legbreak,Unknown,Sri Lanka
Rushan Jaleel,Mohommed Rushan Jaleel,M,35,1990-10-07T00:00Z,Right-arm offbreak,Unknown,Sri Lanka
Ian Opperman,Ian Opperman,M,37,1989-03-27T00:00Z,Right-arm offbreak,Unknown,Namibia
Henno Jordaan,Hendrik Johannes Jordaan,M,37,1988-10-16T00:00Z,Right-arm medium,Unknown,Thailand
Suman Ghimire,Suman Ghimire,M,27,1999-03-28T00:00Z,Right-arm offbreak,Unknown,Portugal
Tanzeel Altaf,Tanzeel Altaf,M,34,1991-06-16T00:00Z,Legbreak,Unknown,Pakistan
Asif Ashfaq,Asif Ashfaq,M,35,1990-10-24T00:00Z,Right-arm medium-fast,Unknown,Pakistan
Haroon Ahmed,Haroon Ahmed,M,39,1986-11-15T00:00Z,,Unknown,Pakistan
Azam Khan,Mohammad Azam Khan,M,38,1987-06-01T00:00Z,Right-arm fast-medium,Unknown,Pakistan
Vimukthi  Perera,Nawagamuwage Vimukthi  Ramesh Perera,M,36,1989-11-14T00:00Z,Left-arm fast-medium,Bowler,Sri Lanka
Asadu Seiga,Asadu Seiga,M,39,1986-09-28T00:00Z,Right-arm medium,Unknown,Uganda
Ghulam Shabbir,Ghulam Shabbir,M,40,1985-12-12T00:00Z,,Unknown,Pakistan
Waqas Ahmed,Waqas Ahmed,M,37,1989-02-22T00:00Z,Right-arm fast,Unknown,Pakistan
Douglas Hewitt,Douglas Hewitt,M,38,1988-02-16T00:00Z,,Unknown,South Africa
Jahandad Khan,Jahandad Khan,M,43,1983-04-04T00:00Z,,Unknown,Pakistan
Dunusha Fernando,Dunusha Fernando,M,0,,,Unknown,Sri Lanka
Dean Mazhawidza,Dean Mazhawidza,M,35,1991-03-22T00:00Z,,Unknown,Zimbabwe
Vimukthi Dasanayake,Vimukthi Dasanayake,M,36,1990-03-08T00:00Z,Left-arm medium-fast,Bowler,Sri Lanka
Kimeshin Chetty,Kimeshin Chetty,M,38,1988-01-09T00:00Z,Right-arm fast-medium,Unknown,South Africa
Luvuyo Adam,Luvuyo Brian Adam,M,33,1992-12-16T00:00Z,Slow left-arm orthodox,Unknown,South Africa
Mukul Dagar,Mukul Dagar,M,35,1990-12-17T00:00Z,,Unknown,India
Gaurav Jathar,Gaurav Ashok Jathar,M,35,1991-01-30T00:00Z,Slow left-arm orthodox,Unknown,India
Mandeep Singh,Mandeep Singh,M,34,1991-12-18T00:00Z,Right-arm medium,Allrounder,India
Saurabh Netravalkar,Saurabh Naresh Netravalkar,M,34,1991-10-16T00:00Z,Left-arm fast-medium,Bowler,United States of America
Avi Barot,Avi Arunbhai Barot,M,29,1992-06-25T00:00Z,Right-arm offbreak,Unknown,India
Alasdair Evans,Alasdair Campbell Evans,M,37,1989-01-12T00:00Z,Right-arm medium-fast,Bowler,Scotland
Tasamul Haque,Mohamed Tasamul Haque,M,34,1991-10-02T00:00Z,Right-arm offbreak,Unknown,Bangladesh
Karun Nair,Karun Nair,M,34,1991-12-06T00:00Z,Right-arm offbreak,Top-order batter,India
Saddam Hossain,Saddam Hossain,M,34,1991-07-19T00:00Z,Right-arm medium-fast,Unknown,Bangladesh
Irfaan Shukkur,Irfaan Shukkur,M,32,1993-05-22T00:00Z,,Batter,Bangladesh
Asif Ahmed,Asif Ahmed,M,33,1992-12-17T00:00Z,Right-arm offbreak,Unknown,Bangladesh
Sean Abbott,Sean Anthony Abbott,M,34,1992-02-29T00:00Z,Right-arm fast-medium,Bowling allrounder,Australia
Taijul Islam,Taijul Islam,M,34,1992-02-07T00:00Z,Slow left-arm orthodox,Bowling allrounder,Bangladesh
Rory Burns,Rory Joseph Burns,M,35,1990-08-26T00:00Z,Right-arm medium,Opening batter,England
Kudzai Maunze,Kudzai Oliver Maunze,M,35,1991-04-10T00:00Z,Right-arm offbreak,Unknown,Zimbabwe
Aizaz Khan,Aizaz Mohammad Khan,M,33,1993-03-21T00:00Z,Right-arm medium-fast,Allrounder,Hong Kong
Asif Khan,Asif Khan,M,36,1989-11-28T00:00Z,Right-arm medium,Bowler,Hong Kong
Noor Hossain,Mohammad Noor Hossain,M,33,1992-12-03T00:00Z,Legbreak,Unknown,Bangladesh
Syazrul Idrus,Syazrul Ezat Idrus,M,35,1991-01-09T00:00Z,Right-arm medium,Bowler,Malaysia
Manoj Adhikari,Manoj Adhikari,M,36,1989-12-12T00:00Z,,Unknown,Bhutan
Mayank Agarwal,Mayank Anurag Agarwal,M,35,1991-02-16T00:00Z,Right-arm offbreak,Batter,India
Kinchit Shah,Kinchit Devang Shah,M,30,1995-12-09T00:00Z,Right-arm offbreak,Top-order batter,Hong Kong
Sufyan Mehmood,Sufyan Mehmood,M,34,1991-10-21T00:00Z,Right-arm medium,Bowler,Oman
Amir Hamza,Amir Hamza Hotak,M,34,1991-08-15T00:00Z,Slow left-arm orthodox,Bowling allrounder,Afghanistan
Izatullah Dawlatzai,Izatullah Dawlatzai,M,34,1991-05-10T00:00Z,Right-arm fast-medium,Bowler,Germany
Abdul Waheed,Abdul Waheed,M,32,1993-12-07T00:00Z,Legbreak,Unknown,Saudi Arabia
Shuvagata Hom,Shuvagata Hom Chowdhury,M,39,1986-11-11T00:00Z,Right-arm offbreak,Batting allrounder,Bangladesh
Abdul Salam Khan,Abdul Salam Khan,M,34,1991-11-21T00:00Z,Legbreak,Bowler,Saudi Arabia
Iain Latin,Iain DM Latin,M,41,1984-06-14T00:00Z,Legbreak,Unknown,Gibraltar
Mark Bacarese,Mark O Bacarese,M,40,1986-03-31T00:00Z,Right-arm offbreak,Unknown,Gibraltar
Ademola Onikoyi,Ademola Adeniyi Onikoyi,M,38,1987-12-22T00:00Z,Legbreak,Unknown,Nigeria
David Hooper,David R Hooper,M,35,1991-03-31T00:00Z,Right-arm medium,Unknown,Guernsey
Prithu Baskota,Prithu Baskota,M,33,1992-07-05T00:00Z,Right-arm offbreak,Unknown,Nepal
Liam Livingstone,Liam Stephen Livingstone,M,32,1993-08-04T00:00Z,Right-arm offbreak,Batting allrounder,England
George Edwards,George Alexander Edwards,M,33,1992-07-29T00:00Z,Right-arm fast-medium,Unknown,England
Lewis Hatchett,Lewis James Hatchett,M,36,1990-01-21T00:00Z,Left-arm medium-fast,Unknown,England
Freddie van den Bergh,Freddie Oliver Edward van den Bergh,M,33,1992-06-14T00:00Z,Slow left-arm orthodox,Unknown,England
Sidwell Ndlovu,Sidwell Ndlovu,M,37,1988-08-19T00:00Z,Right-arm medium,Unknown,Zimbabwe
Raaz Mohammad,Raaz Mohammad,M,34,1992-01-05T00:00Z,Right-arm medium,Unknown,Finland
James Sykes,James Stuart Sykes,M,34,1992-04-26T00:00Z,Slow left-arm orthodox,Bowling allrounder,England
Matt Higginbottom,Matthew Higginbottom,M,35,1990-10-20T00:00Z,Right-arm medium-fast,Unknown,England
Tinashe Mhora,Tinashe Gerald Mhora,M,34,1991-08-01T00:00Z,Right-arm medium-fast,Unknown,Zimbabwe
Titus Chipare,Titus Chipare,M,37,1989-01-19T00:00Z,Right-arm offbreak,Unknown,Zimbabwe
Paul Best,Paul Merwood Best,M,35,1991-03-08T00:00Z,Slow left-arm orthodox,Unknown,England
Ghulam Yasin,Ghulam Yasin,M,39,1986-06-08T00:00Z,,Unknown,Pakistan
Mohammad Ali,Mohammad Ali,M,51,1975-05-05T00:00Z,Right-arm medium,Unknown,Pakistan
Josh Davey,Joshua Henry Davey,M,35,1990-08-03T00:00Z,Right-arm medium-fast,Bowler,Scotland
Ayaz Jamali,Ayaz Jamali,M,39,1987-03-04T00:00Z,,Unknown,Pakistan
Rashid Nawaz,Rashid Nawaz,M,40,1985-08-15T00:00Z,Right-arm medium-fast,Unknown,Pakistan
Ali Moazzam,Ali Moazzam,M,37,1988-06-15T00:00Z,Slow left-arm orthodox,Unknown,Pakistan
Fareeduddin,Fareeduddin Agha,M,38,1987-05-17T00:00Z,Right-arm offbreak,Unknown,Pakistan
Moin Ashraf,Moin Aqeeb Ashraf,M,34,1992-01-05T00:00Z,Right-arm fast-medium,Unknown,England
Rob Keogh,Robert Ian Keogh,M,34,1991-10-21T00:00Z,Right-arm offbreak,Batting allrounder,England
Zameer Zahir,Mohamed Zameer Zahir,M,52,1973-10-22T00:00Z,Legbreak,Bowler,Canada
Ryan Pringle,Ryan David Pringle,M,34,1992-04-17T00:00Z,Right-arm offbreak,Allrounder,England
Abu Jayed,Abu Jayed Chowdhury,M,32,1993-08-02T00:00Z,Right-arm fast-medium,Bowler,Bangladesh
Alex Hughes,Alex Lloyd Hughes,M,34,1991-09-29T00:00Z,Right-arm medium,Allrounder,England
Nurul Hasan,Quazi Nurul Hasan,M,32,1993-11-21T00:00Z,,Wicketkeeper batter,Bangladesh
Sajin Sureshnath,Sajin Sureshnath,M,38,1987-09-06T00:00Z,Right-arm medium-fast,Bowler,India
Stuart Chalmers,Stuart James Chalmers,M,43,1982-11-18T00:00Z,Right-arm medium-fast,Bowler,Scotland
Alauddin Babu,Alauddin Babu,M,34,1991-12-05T00:00Z,Right-arm medium-fast,Bowling allrounder,Bangladesh
Nigel Jones,Nigel Geoffrey Jones,M,44,1982-04-22T00:00Z,Right-arm medium,Allrounder,Ireland
Mohamed Asker,Mohamed Azhar Mohamed Asker,M,39,1986-12-13T00:00Z,Slow left-arm orthodox,Batter,Sri Lanka
Etienne Beukes,Etienne Beukes,M,28,1997-12-17T00:00Z,Right-arm medium,Unknown,Cambodia
Isham Ghouse,Mohamed Isham Ghouse,M,36,1990-03-24T00:00Z,Right-arm offbreak,Batter,Sri Lanka
Calum Haggett,Calum John Haggett,M,35,1990-10-30T00:00Z,Right-arm medium,Unknown,England
Craig Miles,Craig Neil Miles,M,31,1994-07-20T00:00Z,Right-arm medium,Bowler,England
Hasitha Nirmal,Samarakoon Singappuli Arachchige Hasitha Nirmal,M,33,1992-07-28T00:00Z,Slow left-arm orthodox,Unknown,Sri Lanka
Malith Chathuranga,Hadunnetti Rannulu Malith Chathuranga Gunasekera,M,35,1990-10-17T00:00Z,Right-arm medium-fast,Unknown,Sri Lanka
Dhanushka Gurusinghe,Dhanushka Prasad Gurusinghe,M,39,1986-10-24T00:00Z,Right-arm medium-fast,Batter,Sri Lanka
Savith Priyan,Savith Priyan Weerasinghe,M,35,1990-11-14T00:00Z,Slow left-arm orthodox,Unknown,Sri Lanka
Sahan Jayawardene,Meth Sahan Liyana Jayawardene,M,35,1990-07-25T00:00Z,Left-arm medium-fast,Bowler,Sri Lanka
Aloka Amarasiri,Maharalalage Don Chirantha Aloka Amarasiri,M,37,1989-05-06T00:00Z,Right-arm medium-fast,Allrounder,Sri Lanka
Zachary McLaughlin,Zachary McLaughlin,M,35,1990-05-24T00:00Z,Legbreak,Unknown,Cayman Islands
Charith Fernando,Vijayapurage Charith Chathuranga Fernando,M,37,1988-07-15T00:00Z,Right-arm medium,Unknown,Sri Lanka
Tom Milnes,Thomas Patrick Milnes,M,33,1992-10-06T00:00Z,Right-arm fast-medium,Unknown,England
Berend Westdijk,Berend Arnold Westdijk,M,41,1985-03-05T00:00Z,Right-arm medium,Bowler,Netherlands
Lahiru Sri Lakmal,Madduma Wellalage Lahiru Sri Lakmal,M,37,1989-05-05T00:00Z,Slow left-arm orthodox,Allrounder,Sri Lanka
Savindra Amaradasa,Mahage Hapuwita Savindra Manju Sri Amaradasa,M,38,1987-08-26T00:00Z,Right-arm offbreak,Unknown,Maldives
Lautaro Musiani,Lautaro Agustin Musiani,M,30,1996-02-08T00:00Z,Legbreak,Unknown,Argentina
Pedro Arrighi,Pedro Arrighi,M,34,1991-12-17T00:00Z,Right-arm medium,Bowler,Argentina
Dilanka Auwardt,Dilanka Srimal Auwardt,M,35,1990-08-27T00:00Z,Slow left-arm orthodox,Unknown,Sri Lanka
Agustin Husain,Agustin Husain,M,34,1992-02-02T00:00Z,Right-arm offbreak,Unknown,Argentina
Adil Riyal,Mohomed Adil Riyal,M,35,1990-09-08T00:00Z,Slow left-arm orthodox,Unknown,Sri Lanka
Matt Dunn,Matthew Peter Dunn,M,34,1992-05-05T00:00Z,Right-arm fast,Bowler,England
Naseer Jamali,Naseer Jamali,M,36,1989-09-10T00:00Z,Left-arm fast-medium,Unknown,United States of America
Hiral Patel,Hiral Patel,M,34,1991-08-10T00:00Z,Slow left-arm orthodox,Batter,Canada
Andy Mohammed,Azurdeen Mohammed,M,35,1990-09-10T00:00Z,Slow left-arm orthodox,Unknown,United States of America
Usman Limbada,Usman Limbada,M,36,1989-10-02T00:00Z,Right-arm medium,Batter,Canada
Manny Aulakh,Maninderjit Singh Aulakh,M,34,1991-11-17T00:00Z,Right-arm fast-medium,Bowler,Canada
Muhammad Ghous,Muhammad Asad Ghous,M,36,1990-04-24T00:00Z,Right-arm offbreak,Unknown,United States of America
Shiva Vashishat,Shiva Vashishat,M,36,1989-11-10T00:00Z,Legbreak googly,Unknown,United States of America
Orlando Stewart,Orlando Stewart,M,33,1992-06-25T00:00Z,Right-arm medium,Middle-order batter,Bahamas
Ryan Corns,Ryan Gary Corns,M,35,1990-08-09T00:00Z,Slow left-arm orthodox,Unknown,United States of America
Hamza Tariq,Hamza Tariq,M,35,1990-07-21T00:00Z,,Wicketkeeper,Canada
Sanka Ramesh,Sanka Ramesh Abeyruwan,M,33,1992-10-21T00:00Z,Legbreak,Unknown,Sri Lanka
Surien Silva,Deniyadura Peter Surien Kanishka Silva,M,35,1990-08-13T00:00Z,Right-arm offbreak,Unknown,Sri Lanka
Zameer Khan,Zameer Khan,M,35,1990-09-17T00:00Z,,Unknown,Denmark
Narada Ratnayake,Ratnayaka Mudiyanselage Narada Ratnayake,M,36,1990-05-07T00:00Z,Left-arm medium-fast,Unknown,Sri Lanka
Ihyas Sawmy,Ihyas Sawmy,M,33,1992-09-15T00:00Z,Right-arm slow,Unknown,Denmark
Michael Leask,Michael Alexander Leask,M,35,1990-10-29T00:00Z,Right-arm offbreak,Allrounder,Scotland
Craig Wallace,Craig Donald Wallace,M,35,1990-06-27T00:00Z,,Wicketkeeper batter,Scotland
Safyaan Sharif,Safyaan Mohammed Sharif,M,34,1991-05-24T00:00Z,Right-arm medium-fast,Bowler,Scotland
Chamikara Edirisinghe,Edirisinghe Mudiyanselage Chamikara Dulanga Edirisinghe,M,35,1991-04-04T00:00Z,Slow left-arm orthodox,Bowling allrounder,Sri Lanka
Vinoo Tewarie,Vinoo Arsh Baldewpersad Tewarie,M,34,1991-09-15T00:00Z,Legbreak googly,Top-order batter,Netherlands
Stuart Thompson,Stuart Robert Thompson,M,34,1991-08-15T00:00Z,Right-arm medium-fast,Bowler,Ireland
Jake Ball,Jacob Timothy Ball,M,35,1991-03-14T00:00Z,Right-arm fast-medium,Bowler,England
Matthew Breban,Matthew Breban,M,33,1992-10-25T00:00Z,Right-arm medium-fast,Unknown,Guernsey
Charles Perchard,Charles Walter Perchard,M,33,1992-07-18T00:00Z,Right-arm medium,Unknown,Jersey
Sajith Kalumpriya,Geemuni Sajith Kalumpriya de Silva,M,35,1990-05-20T00:00Z,,Wicketkeeper batter,Sri Lanka
Madhuka Liyanapathiranage,Madhuka Ayeshmantha Liyanapathiranage,M,34,1992-01-04T00:00Z,Right-arm offbreak,Allrounder,Sri Lanka
Adam Martel,Adam Martel,M,34,1991-09-23T00:00Z,Left-arm medium,Unknown,Guernsey
Ollie Hairs,Oliver James Hairs,M,35,1991-04-14T00:00Z,Right-arm offbreak,Opening batter,Scotland
Madushanka Ekanayake,Gunamuni Sankaruwan Madushanka Ekanayake,M,36,1990-01-13T00:00Z,Right-arm bowler,Unknown,Sri Lanka
Roshan Wijenayake,Wijenayake Gamaarachchige Roshan Lakmal Wijenayake,M,37,1989-01-02T00:00Z,Slow left-arm orthodox,Allrounder,Sri Lanka
Upul Bandara,Jayasundara Mudiyanselage Upul Bandara Jayasena,M,37,1989-02-21T00:00Z,Right-arm medium-fast,Unknown,Sri Lanka
Anuk Silva,Anuk Shehantha Silva,M,38,1988-03-03T00:00Z,Right-arm medium-fast,Unknown,Sri Lanka
Jamie Harrison,Jamie Harrison,M,35,1990-11-19T00:00Z,Left-arm medium-fast,Unknown,England
Amith Eranga,Edirisinghe Arachchige Amith Eranga,M,36,1989-06-04T00:00Z,,Unknown,Sri Lanka
Vivian Kingma,Vivian Jilling Kingma,M,31,1994-10-23T00:00Z,Right-arm medium-fast,Bowler,Netherlands
Udara Theekshana,Munasingha Arachchige Udara Theekshana Munasinghe,M,35,1991-03-30T00:00Z,Right-arm medium-fast,Unknown,Sri Lanka
Rahil Ahmed,Rahil Izhar Ahmed,M,32,1994-01-03T00:00Z,,Wicketkeeper batter,Netherlands
Buddika Sandaruwan,Pethiyangaha Wattage Buddika Sandaruwan,M,36,1989-07-11T00:00Z,Slow left-arm orthodox,Bowler,Sri Lanka
Kjorn Ottley,Kjorn Yohance Ottley,M,36,1989-12-09T00:00Z,Right-arm offbreak,Opening batter,West Indies
Anders Bulow,Anders Bulow,M,31,1994-07-14T00:00Z,Right-arm medium,Unknown,Denmark
Matthew Cross,Matthew Henry Cross,M,33,1992-10-15T00:00Z,,Wicketkeeper batter,Scotland
Isaac Damarell,Isaac DA Damarell,M,32,1994-02-21T00:00Z,,Unknown,Guernsey
Ryan Hunter,Ryan Albert Hunter,M,33,1992-11-19T00:00Z,,Unknown,Ireland
Adam McDaid,Adam McDaid,M,0,,,Unknown,Ireland
Andy McBrine,Andrew Robert McBrine,M,33,1993-04-30T00:00Z,Right-arm offbreak,Bowling allrounder,Ireland
Denuwan  Rajakaruna,Dodallage Denuwan Maduranga Rajakaruna,M,35,1990-09-30T00:00Z,,Unknown,Sri Lanka
Corey Bisson,Corey Peter Frank Bisson,M,32,1993-06-19T00:00Z,Right-arm medium,Unknown,Jersey
Ben Cox,Oliver Benjamin Cox,M,34,1992-02-02T00:00Z,,Wicketkeeper batter,England
Cornelis Bodenstein,Cornelis Johannes Bodenstein,M,33,1992-11-03T00:00Z,Left-arm medium-fast,Allrounder,England
Jimmy Hansra,Amarbir Singh Hansra,M,41,1984-12-29T00:00Z,Right-arm medium,Allrounder,Canada
Jawad Dawood,Jawad Jaffar Dawood,M,43,1982-05-09T00:00Z,Right-arm offbreak,Batter,Canada
Irosh Samarasooriya,Irosh Sohan Sithija Samarasooriya,M,35,1991-03-03T00:00Z,Right-arm fast-medium,Top-order batter,Sri Lanka
Laxmesha Suryaprakash,Laxmesha Suryaprakash,M,36,1989-09-27T00:00Z,Legbreak googly,Top-order batter,India
Nipun Chamara,Ekanayake Mudiyanselage Nipun Chamara Peiris,M,34,1991-08-15T00:00Z,Right-arm offbreak,Unknown,Sri Lanka
Mohammad Shahzad,Mohammad Shahzad Mohammadi,M,39,1987-01-10T00:00Z,,Wicketkeeper batter,Afghanistan
Jakob Rubin,Jakob Rubin Hansen,M,39,1986-12-30T00:00Z,Right-arm medium,Unknown,Denmark
Wilfred Diepeveen,Wilfred Peter Diepeveen,M,40,1985-06-18T00:00Z,Legbreak,Batter,Netherlands
Afsar Zazai,Afsar Khan Zazai,M,32,1993-08-10T00:00Z,,Wicketkeeper batter,Afghanistan
Tobias Visee,Tobias Pepijn Visee,M,35,1991-01-21T00:00Z,,Batter,Netherlands
Sese Bau,Sese Bau,M,33,1992-06-23T00:00Z,Right-arm offbreak,Middle-order batter,Papua New Guinea
Brian Masaba,Brian Masaba,M,34,1991-09-22T00:00Z,Right-arm fast-medium,Bowler,Uganda
Jelany Chilia,Jelany Wotanasanga Chilia,M,34,1991-10-29T00:00Z,Right-arm offbreak,Unknown,Vanuatu
Hammad Shahid,Hammad Shahid,M,34,1991-12-07T00:00Z,Right-arm fast-medium,Bowler,United States of America
Kenny Tari,Kenny Tari,M,36,1990-04-02T00:00Z,Right-arm fast-medium,Unknown,Vanuatu
Nalin Nipiko,Nalin Nipiko,M,30,1995-09-21T00:00Z,Right-arm medium,Unknown,Vanuatu
Ibrahim Mansaray,Ibrahim Mansaray,M,33,1992-12-22T00:00Z,,Unknown,Sierra Leone
Ibrahim Kamara,Ibrahim Kamara,M,33,1992-12-14T00:00Z,Right-arm medium,Unknown,Sierra Leone
Henry Ssenyondo,Henry Ssenyondo,M,32,1993-08-12T00:00Z,Slow left-arm orthodox,Bowler,Uganda
Kunal Kapoor,Kunal Rajan Kapoor,M,38,1987-09-18T00:00Z,Right-arm medium,Unknown,India
Moses Williams,Moses Bamie Williams,M,32,1993-10-22T00:00Z,Left-arm medium,Unknown,Sierra Leone
